"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	1732	127413	1359.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	1798	130627	1376.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	1802	134218	1342.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	1835	133420	1375.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	1875	133213	1407.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	1943	132237	1469.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	1986	131246	1513.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	1989	129545	1535.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	1995	127473	1565.0
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"			31347	2227310	1407.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	2395	66570	3597.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	2348	66408	3535.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	2274	66479	3420.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	2155	66444	3243.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	2183	67026	3256.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	2093	67898	3082.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	2103	68614	3065.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	2148	69995	3068.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	2110	71893	2934.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	2145	74549	2877.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	2267	76718	2955.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	2238	77896	2873.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	2265	79682	2842.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	2357	84659	2784.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	2487	88268	2817.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	2576	91819	2805.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	2626	95115	2760.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	2638	97646	2701.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	2797	100275	2789.3
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"65-74 years"	"65-74"			44205	1477954	2991.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	3134	36781	8520.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	2976	37255	7988.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	3005	38067	7894.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	3035	39092	7763.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	3100	40074	7735.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	3050	40200	7587.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	2963	40684	7283.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	2963	40925	7240.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	2946	40927	7198.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	2981	40628	7337.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	2834	40120	7063.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	2827	40354	7005.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	2791	40519	6888.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	2786	41047	6787.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	2641	41767	6323.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	2784	42604	6534.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	2798	43135	6486.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	2784	44113	6311.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	2856	45398	6291.0
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"75-84 years"	"75-84"			55254	773690	7141.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	1744	8687	20076.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	1798	8875	20259.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	1744	8946	19494.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	1756	8933	19657.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	1756	8977	19561.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	1759	9129	19268.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	1807	9281	19469.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	1671	9695	17235.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	1813	10211	17755.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	1929	10561	18265.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	1944	11105	17505.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	1939	11416	16984.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	2130	12024	17714.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	2071	12452	16631.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	2146	12985	16526.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	2233	13167	16959.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	2271	13520	16797.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	2209	13637	16198.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	2270	13817	16429.0
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"85+ years"	"85+"			36990	207418	17833.6
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"					204586	17090846	1197.1
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"							409572	34785800	1177.4
"Total"	"Census Region 3: South"	"CENS-R3"									409572	34785800	1177.4
"Total"											409572	34785800	1177.4
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"States: West Virginia (54)"
"Group By: Census Region; State; Gender; Ten-Year Age Groups; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Nov 5, 2019 7:17:23 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Nov 5, 2019 7:17:23 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. These items in the results table are not fully selected: Census Region 3: South. The Query Description lists the actual"
"values selected."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
