"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	4632	458904	1009.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	4730	477520	990.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	4836	482681	1001.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	5032	490825	1025.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	5138	499146	1029.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	5377	509216	1055.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	5377	519437	1035.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	5668	527784	1073.9
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"			85481	8070382	1059.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	6275	193861	3236.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	6070	194794	3116.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	5865	198385	2956.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	5849	201573	2901.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	5775	205193	2814.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	5676	209307	2711.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	5603	214575	2611.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	5526	220008	2511.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	5434	227502	2388.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	5670	239365	2368.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	5836	249336	2340.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	5908	256455	2303.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	5944	268105	2217.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	6217	288251	2156.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	6498	303390	2141.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	6706	317044	2115.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	7110	330280	2152.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	7275	342241	2125.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	7526	353361	2129.8
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"			116763	4813026	2426.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	7771	102454	7584.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	7674	104793	7323.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	7721	108191	7136.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	7961	110759	7187.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	8034	113294	7091.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	7722	115224	6701.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	7590	118184	6422.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	7739	120173	6439.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	7688	121506	6327.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	7639	123431	6188.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	7416	124605	5951.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	7171	126421	5672.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	7571	129786	5833.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	7579	132954	5700.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	7576	137087	5526.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	7733	141247	5474.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	7855	145882	5384.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	8058	151020	5335.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	8451	158112	5344.9
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"			146949	2385123	6161.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	4123	22452	18363.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	4237	23214	18251.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	4314	24163	17853.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	4596	25250	18202.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	4783	26561	18007.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	4728	27695	17071.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	5008	29321	17079.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	5131	31197	16447.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	5424	33235	16320.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	5573	34951	15945.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	5712	37076	15406.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	6202	38446	16131.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	6307	40758	15474.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	6542	42467	15404.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	6801	44273	15361.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	6856	46080	14878.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	7090	47944	14788.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	7311	49457	14782.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	7680	51409	14939.0
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"			108418	675949	16039.4
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"Not Stated"	"NS"			40	Not Applicable	Not Applicable
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"					563539	72802725	774.1
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"							1139776	148302749	768.5
"Total"	"Census Region 3: South"	"CENS-R3"									1139776	148302749	768.5
"Total"											1139776	148302749	768.5
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"States: Virginia (51)"
"Group By: Census Region; State; Gender; Ten-Year Age Groups; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Nov 5, 2019 2:24:05 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Nov 5, 2019 2:24:05 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. These items in the results table are not fully selected: Census Region 3: South. The Query Description lists the actual"
"values selected."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
